month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202507,38180,"Pierre, SD",885.0,342500.0,-0.0214,-0.0853,36,-0.0886,0.0588,65.0,0.2836,0.4098,12.0,-0.1429,-0.4,0.0,,,0.0,0.0,0.0,16.0,1.0,0.0,0.243,0.1373,0.0326,19.0,-0.2083,-0.1556,248.0,-0.0846,-0.0878,1466.0,0.1426,0.1085,423217.0,-0.037,-0.185,55.0,-0.1339,-0.0351,0.5278,-0.0798,-0.134,0
202507,27300,"Jacksonville, IL",737.0,139925.0,-0.0636,-0.0383,49,0.0,0.3288,47.0,-0.0157,0.4351,48.0,0.2632,0.1429,0.0,,,0.0,0.0,0.0,16.0,0.0,0.3333,0.1076,-0.0127,0.0056,48.0,0.0105,0.2,85.0,0.0078,-0.0682,1667.0,-0.0209,-0.0925,190721.0,-0.0449,-0.0322,97.0,0.0157,0.268,0.9897,0.0103,-0.1062,0
202507,44060,"Spokane-Spokane Valley, WA",97.0,519925.0,0.0044,-0.0097,2112,0.085,0.2086,42.0,0.1053,0.12,972.0,-0.0021,0.2723,26.0,0.1818,0.1818,0.0066,0.0008,0.0002,838.0,0.0072,-0.0346,0.2104,-0.0109,-0.0353,862.0,-0.0496,-0.0496,236.0,-0.0119,0.0003,2259.0,0.002,-0.0172,623696.0,-0.0066,-0.0157,2957.0,0.0403,0.1163,0.408,-0.0578,-0.1109,0
202507,43890,"Sparta, WI",640.0,307448.0,-0.0269,-0.0239,115,0.2938,0.4136,37.0,0.0205,-0.2767,56.0,0.2174,0.3333,0.0,,,0.0,0.0,0.0,48.0,0.2632,0.5,0.2247,0.0259,0.0256,51.0,-0.0818,0.4225,166.0,0.0166,0.025,1842.0,0.0074,0.0233,417960.0,0.1321,0.1224,165.0,0.1503,0.3941,0.441,-0.1804,0.0028,0
202507,19580,"Defiance, OH",713.0,214600.0,0.0347,0.0112,57,0.1176,1.0357,38.0,0.1615,0.4112,44.0,0.2222,0.375,0.0,,,0.0,0.0,0.0,16.0,0.3333,1.6667,0.1049,0.0266,0.0498,56.0,0.0182,0.3333,143.0,0.0395,0.0586,1593.0,-0.0189,0.0463,268767.0,0.0601,0.1582,115.0,0.0853,0.6838,0.9825,-0.096,-0.5175,0
202507,35440,"Newport, OR",552.0,599000.0,0.0,-0.0344,572,0.0044,0.2121,84.0,0.0774,0.3577,134.0,-0.0429,0.0635,4.0,-0.5,-0.5,0.0049,-0.0053,-0.0064,210.0,-0.0094,0.0606,0.263,0.0092,-0.0041,120.0,0.0573,0.0127,363.0,-0.0111,0.0166,1745.0,0.0348,0.0141,697846.0,0.0074,-0.0191,689.0,0.014,0.1769,0.21,0.0105,-0.0414,0
202507,32540,"McAlester, OK",673.0,267450.0,0.0268,0.0702,266,0.0095,0.1515,79.0,0.0979,0.1894,66.0,0.0313,0.4348,2.0,-0.5,,0.0048,-0.0049,0.0048,56.0,0.037,-0.2,0.1309,-0.0043,-0.0714,85.0,0.0974,0.4956,144.0,0.0287,0.0229,1728.0,-0.0171,-0.04,429376.0,0.0101,0.0199,350.0,0.0279,0.2199,0.3177,0.0254,0.0731,0
202507,15500,"Burlington, NC",249.0,365450.0,-0.0169,0.0201,537,-0.0316,0.268,58.0,0.1717,0.3182,210.0,-0.0541,-0.1797,8.0,3.0,0.3333,0.0069,0.0053,0.0015,194.0,-0.0102,0.3288,0.1685,0.0032,0.0401,418.0,-0.0564,-0.0863,187.0,-0.0063,-0.0206,1992.0,-0.0039,0.0347,406948.0,-0.0062,0.0353,941.0,-0.0442,0.0742,0.7784,-0.0205,-0.3019,0
202507,46540,"Utica-Rome, NY",171.0,262450.0,0.0038,-0.017,512,0.1254,0.246,49.0,0.2436,-0.0102,262.0,-0.0438,0.2358,2.0,0.0,,0.0015,-0.0001,0.0015,162.0,0.2273,0.125,0.1237,0.0163,0.0021,539.0,0.0416,-0.0289,157.0,0.0143,-0.0329,1704.0,0.0202,0.0038,347169.0,0.0182,-0.0192,1048.0,0.0793,0.0872,1.0528,-0.0847,-0.298,0
202507,45020,"Sweetwater, TX",920.0,163725.0,0.0,0.0397,82,0.0719,-0.012,66.0,0.1892,-0.2707,16.0,-0.2,-0.3333,0.0,,,0.0,0.0,0.0,20.0,0.25,-0.375,0.1732,0.0385,-0.08,15.0,-0.4737,0.0714,109.0,-0.01,0.1668,1757.0,-0.0154,-0.0242,212261.0,0.0177,0.0632,97.0,-0.0806,0.0,0.1829,-0.1896,0.0143,0
202507,34220,"Moultrie, GA",662.0,249900.0,-0.0003,-0.2251,63,0.2,0.0862,41.0,0.0446,-0.2077,36.0,0.0,0.5,0.0,,,0.0,0.0,0.0,10.0,0.0,-0.1667,0.0839,-0.0119,-0.0262,22.0,0.0238,0.0,143.0,0.0342,-0.0731,1740.0,-0.0805,-0.2014,280994.0,0.0363,-0.2337,85.0,0.1486,0.0759,0.3413,-0.0587,-0.0294,1
202507,12540,"Bakersfield-Delano, CA",82.0,409497.0,-0.0012,0.0175,2259,0.0488,0.4454,50.0,0.0645,0.2073,860.0,-0.0851,-0.0632,58.0,0.0357,-0.2564,0.0137,0.0002,-0.0072,770.0,-0.0128,0.3604,0.1839,-0.0058,0.0309,1030.0,-0.0611,-0.0985,232.0,-0.0007,0.0103,1734.0,0.0019,0.0043,467671.0,0.0131,0.0056,3247.0,0.01,0.2132,0.4561,-0.0533,-0.2751,0
202507,43460,"Sikeston, MO",605.0,161000.0,-0.0513,0.1126,135,0.1842,0.0931,43.0,-0.0556,-0.575,46.0,-0.1481,0.7692,2.0,,,0.0083,0.0083,0.0083,36.0,0.0,0.3846,0.1436,-0.0007,0.0096,57.0,-0.1024,0.1287,102.0,-0.0328,0.0661,1483.0,-0.0369,0.0107,193442.0,-0.0288,0.0103,191.0,0.0883,0.1072,0.4222,-0.1348,0.0133,1
202507,30500,"Lexington Park, MD",237.0,520000.0,-0.01,-0.032,457,-0.0499,0.3387,38.0,0.2821,0.0563,228.0,-0.1556,-0.1364,16.0,0.6,0.1429,0.0103,0.0013,-0.0046,166.0,0.2029,0.431,0.1243,-0.0021,0.0011,308.0,-0.0889,-0.0524,219.0,-0.0062,0.0064,2371.0,0.0141,0.0008,649553.0,0.0023,-0.0965,768.0,-0.0588,0.1386,0.6736,-0.0288,-0.278,0
202507,29700,"Laredo, TX",224.0,259000.0,-0.0038,0.0197,561,-0.0149,0.1065,59.0,-0.0084,0.0216,138.0,-0.303,0.0147,8.0,3.0,,0.0114,0.0089,0.0114,98.0,0.0426,0.1395,0.1429,0.0184,0.0099,2.0,-0.2,-0.2,159.0,0.0022,0.0214,1659.0,-0.01,-0.0137,334302.0,0.0071,0.1231,563.0,-0.0149,0.1039,0.0036,-0.0008,-0.0014,0
202507,45740,"Toccoa, GA",843.0,339000.0,-0.0007,0.0982,144,0.0436,0.3932,63.0,0.0917,0.2755,50.0,0.0,0.087,0.0,,,0.0,0.0,0.0,58.0,-0.0333,0.8125,0.2584,0.0012,0.0816,45.0,-0.1275,0.0988,183.0,0.0005,-0.0205,1868.0,-0.011,0.0652,399880.0,-0.0547,-0.0516,190.0,-0.0052,0.316,0.3101,-0.0608,-0.0831,0
202507,26780,"Hutchinson, MN",729.0,334950.0,-0.0063,-0.0288,59,0.1038,0.0,39.0,-0.1348,0.2126,52.0,0.4444,0.1304,0.0,,,0.0,0.0,0.0,26.0,0.1818,0.3,0.15,0.0047,0.0207,60.0,-0.0556,0.1019,165.0,0.0286,-0.0269,1933.0,-0.0325,0.0412,401280.0,0.0375,0.0386,118.0,0.0173,0.0352,1.0171,-0.1716,0.094,0
202507,20500,"Durham-Chapel Hill, NC",89.0,485000.0,-0.0202,-0.0762,1893,-0.0135,0.5815,52.0,0.0842,0.0729,690.0,-0.2581,0.1655,30.0,0.3636,2.75,0.0086,0.0028,0.0058,894.0,-0.0261,0.7529,0.2509,0.0141,0.0797,986.0,-0.0547,-0.069,254.0,-0.0089,-0.0333,2010.0,-0.0062,-0.0399,674580.0,-0.0248,-0.1002,2880.0,-0.0247,0.284,0.5206,-0.0226,-0.3637,0
202507,10140,"Aberdeen, WA",469.0,412500.0,-0.0178,-0.0165,631,0.0447,0.3647,71.0,0.119,0.2703,154.0,-0.1149,0.0405,2.0,-0.8,,0.0022,-0.0087,0.0022,232.0,0.1048,0.2473,0.2548,0.0213,0.0045,126.0,-0.0308,-0.0233,288.0,-0.0151,-0.0206,1495.0,-0.0023,0.002,514973.0,-0.0043,0.0422,758.0,0.0327,0.2847,0.1998,-0.0156,-0.0794,0
202507,49220,"Wisconsin Rapids-Marshfield, WI",451.0,297450.0,0.0531,0.1051,109,0.0905,0.1923,40.0,0.0392,0.1277,90.0,0.0227,-0.0426,0.0,,,0.0,0.0,0.0,50.0,0.9231,0.6667,0.1564,0.0697,0.0606,113.0,0.0711,0.0512,145.0,0.0592,0.072,1919.0,0.0004,-0.014,348580.0,0.0487,0.0382,224.0,0.0795,0.1458,1.0415,-0.0188,-0.1398,0
202507,15900,"Canton, IL",788.0,88950.0,-0.0108,-0.1579,64,-0.1172,0.1532,66.0,0.1802,0.2018,34.0,0.1333,0.5455,0.0,,,0.0,0.0,0.0,22.0,-0.3529,-0.1538,0.1491,-0.0708,-0.0549,45.0,-0.0217,-0.011,76.0,0.1017,0.1009,1505.0,-0.0095,-0.0377,148700.0,0.0931,-0.0885,110.0,-0.072,0.1005,0.7031,0.0686,-0.1167,1
202507,49460,"Yankton, SD",866.0,346900.0,0.0205,0.069,86,0.14,0.5405,57.0,0.1649,0.1895,30.0,0.1538,0.0714,0.0,,,0.0,0.0,0.0,36.0,0.125,0.6364,0.2449,0.0223,0.0331,30.0,-0.1781,-0.0323,164.0,0.0693,0.1021,2199.0,-0.0281,0.0835,459025.0,0.1018,0.2184,116.0,0.0313,0.343,0.3509,-0.1358,-0.2077,0
202507,28900,"Klamath Falls, OR",481.0,399000.0,0.0006,-0.0144,454,0.051,0.442,63.0,0.1053,0.05,110.0,-0.0833,0.1957,0.0,-1.0,-1.0,0.0,-0.0061,-0.0116,166.0,0.0,0.7292,0.2512,-0.0009,0.0565,111.0,0.0137,0.1872,231.0,-0.0004,0.0065,1813.0,0.0044,0.0524,534007.0,0.0484,-0.0292,565.0,0.0444,0.3904,0.2448,-0.009,-0.0525,0
202507,22520,"Florence-Muscle Shoals, AL",268.0,314400.0,-0.0259,-0.0014,566,0.0659,0.2345,63.0,0.1062,0.1848,242.0,0.1863,0.2222,2.0,0.0,,0.0019,-0.0003,0.0019,212.0,0.2471,0.4324,0.2034,0.0223,0.0279,200.0,-0.117,-0.0196,156.0,0.0022,0.0512,2008.0,-0.0069,0.009,431676.0,-0.0178,0.0241,766.0,0.0072,0.1563,0.3534,-0.0732,-0.0916,0
202507,39150,"Prescott Valley-Prescott, AZ",176.0,650000.0,-0.0061,-0.037,1871,0.0035,0.2759,71.0,0.1051,0.0677,494.0,-0.0679,0.1818,28.0,1.3333,1.0,0.0099,0.0057,0.0039,676.0,-0.0815,0.3203,0.2385,-0.0193,0.0192,469.0,-0.0676,0.0635,324.0,-0.0075,-0.0107,2036.0,-0.0033,-0.0222,890513.0,-0.0027,0.0097,2329.0,-0.0129,0.2278,0.2507,-0.0191,-0.0501,0
202507,21420,"Enid, OK",545.0,228250.0,0.1361,-0.0083,172,-0.0444,-0.031,59.0,0.1346,0.2103,90.0,0.0,-0.0625,2.0,-0.6667,0.0,0.0052,-0.0107,-0.0001,72.0,-0.0526,0.0286,0.1994,0.0049,0.0101,110.0,-0.0222,0.0233,123.0,-0.0081,0.0379,1841.0,0.0457,-0.037,256625.0,0.0478,-0.0143,284.0,-0.047,-0.0018,0.6395,0.0145,0.0339,0
202507,16060,"Carbondale, IL",564.0,104450.0,-0.1689,0.0092,144,0.3732,-0.0035,36.0,-0.3107,-0.5749,80.0,0.3333,1.3529,0.0,,,0.0,0.0,0.0,26.0,0.1818,-0.0714,0.0858,-0.0058,-0.028,76.0,-0.1065,0.0342,73.0,-0.0974,0.0464,1370.0,-0.1046,-0.113,164552.0,-0.1152,-0.057,215.0,0.1501,0.007,0.5261,-0.2825,0.0192,1
202507,37860,"Pensacola-Ferry Pass-Brent, FL",106.0,371225.0,0.0033,-0.0101,3302,0.0041,0.1224,71.0,0.0597,0.0758,976.0,-0.127,0.0083,42.0,-0.5962,-0.747,0.0077,-0.0105,-0.0232,1364.0,-0.0201,0.0623,0.25,0.009,0.001,1218.0,-0.0656,-0.1139,202.0,-0.0008,-0.0027,1793.0,0.0042,-0.0064,526257.0,0.005,-0.0021,4518.0,-0.0147,0.0509,0.3689,-0.0275,-0.0983,0
202507,36660,"Opelousas, LA",452.0,195375.0,0.0177,0.0448,219,0.0355,0.0046,77.0,0.0813,-0.184,60.0,0.3636,-0.0909,0.0,,,0.0,0.0,0.0,74.0,0.1212,0.4231,0.214,0.0157,0.0551,63.0,-0.0382,0.115,113.0,-0.0067,0.0473,1668.0,0.0111,0.0106,277948.0,0.0028,0.0455,284.0,0.0253,0.0442,0.2883,-0.0221,0.0286,0
202507,49080,"Winnemucca, NV",912.0,429450.0,0.0226,0.1455,61,0.0702,0.1509,48.0,-0.0052,-0.5388,20.0,-0.1667,0.0,0.0,,,0.0,0.0,0.0,18.0,0.5,0.5,0.1689,0.0582,0.0438,25.0,0.0,0.0889,241.0,0.0328,-0.0364,1773.0,0.0011,0.1331,444116.0,0.0288,0.0981,86.0,0.0491,0.1554,0.4016,-0.0282,-0.0229,0
202507,19700,"Deming, NM",864.0,228750.0,0.0398,-0.0245,69,0.0952,0.2897,70.0,-0.1281,0.5587,18.0,-0.25,-0.1818,2.0,,,0.0165,0.0165,0.0165,10.0,-0.375,0.6667,0.0861,-0.0744,0.0134,25.0,0.0204,1.2727,138.0,0.1029,-0.0183,1784.0,-0.0014,-0.0138,283770.0,0.0009,-0.1847,92.0,0.076,0.4264,0.3623,-0.0266,0.1567,0
202507,25500,"Harrisonburg, VA",330.0,393200.0,-0.0043,-0.0114,239,0.0915,0.4814,45.0,0.1634,-0.1643,138.0,-0.1585,0.3019,2.0,,,0.0034,0.0034,0.0034,82.0,0.1081,0.7826,0.1368,0.0178,0.0314,212.0,-0.0842,0.1307,210.0,-0.0149,0.0292,1886.0,0.0037,-0.0021,499247.0,-0.0323,0.028,452.0,0.0044,0.2918,0.8889,-0.1706,-0.2757,0
202507,10760,"Alexander City, AL",675.0,556000.0,0.0128,-0.1029,305,0.061,0.2204,83.0,0.1448,0.2206,84.0,0.2353,0.2727,10.0,,4.0,0.0225,0.0225,0.0173,64.0,-0.0588,-0.0857,0.141,-0.0169,-0.0523,47.0,0.1341,-0.0792,317.0,0.0004,0.1412,1839.0,-0.0303,-0.1191,784348.0,-0.006,-0.0915,348.0,0.0642,0.1678,0.1527,0.0099,-0.0497,1
202507,31930,"Marietta, OH",534.0,266950.0,0.0491,0.1011,95,-0.0404,-0.1163,53.0,-0.0452,0.1405,52.0,0.0,-0.037,0.0,,-1.0,0.0,0.0,-0.0099,36.0,-0.1429,-0.3077,0.186,-0.0096,-0.0471,61.0,0.0609,-0.0896,128.0,0.0121,-0.0326,2083.0,0.0393,0.0838,308341.0,0.0207,0.0481,156.0,-0.0032,-0.106,0.6421,0.0613,0.0188,0
202507,13420,"Bemidji, MN",649.0,377716.0,0.0074,0.0795,189,-0.0283,0.331,71.0,0.2522,0.4293,44.0,-0.2903,-0.12,0.0,-1.0,,0.0,-0.0054,0.0,30.0,-0.25,-0.4231,0.0901,-0.0161,-0.0968,95.0,-0.0404,0.1801,221.0,0.0012,0.1913,1676.0,0.0569,-0.087,427434.0,0.0183,0.049,284.0,-0.0324,0.2828,0.5026,-0.0064,-0.0643,0
202507,31860,"Mankato, MN",394.0,349900.0,-0.0503,-0.0791,210,0.0448,0.2537,44.0,-0.0881,0.0057,94.0,-0.2656,-0.06,2.0,,,0.0036,0.0036,0.0036,70.0,-0.1667,0.3462,0.1415,-0.0428,0.0198,149.0,0.1,0.0458,152.0,0.0003,-0.0127,2396.0,-0.0222,-0.0957,401802.0,-0.0309,-0.0358,354.0,0.0744,0.1664,0.7071,0.0355,-0.1406,0
202507,29740,"Las Cruces, NM",219.0,369975.0,-0.012,0.0069,835,0.0399,0.1623,69.0,0.0074,0.3173,260.0,0.2621,0.2037,4.0,-0.75,-0.5,0.003,-0.0096,-0.0039,220.0,0.0,0.25,0.1595,-0.0129,0.0187,258.0,-0.0427,-0.0995,188.0,0.0018,0.0105,2052.0,-0.0101,0.0136,436378.0,0.0016,0.0431,1075.0,0.0019,0.0697,0.3092,-0.0267,-0.0899,0
202507,48580,"Whitewater-Elkhorn, WI",374.0,499450.0,-0.0009,0.0382,561,0.037,0.0937,46.0,0.0698,-0.1238,180.0,-0.0217,0.125,2.0,-0.5,-0.6667,0.0027,-0.0025,-0.0055,126.0,-0.0308,0.0161,0.1596,-0.0065,-0.0137,48.0,0.0,0.0909,258.0,-0.0204,0.0015,1912.0,0.0,-0.0287,688122.0,-0.0016,-0.1352,607.0,0.0367,0.0927,0.0856,-0.0032,-0.0002,0
202507,24540,"Greeley, CO",163.0,535000.0,-0.0105,-0.0128,1455,0.0502,0.3675,47.0,0.0682,0.093,546.0,-0.102,-0.1165,26.0,0.4444,0.0,0.0097,0.0027,-0.0015,768.0,0.1228,0.4491,0.2965,0.0346,0.0682,575.0,-0.1147,-0.048,217.0,-0.0058,-0.0191,2602.0,0.0037,0.0115,665731.0,-0.0053,-0.0407,2033.0,0.0049,0.2193,0.3952,-0.0736,-0.1725,0
202507,45860,"Torrington, CT",344.0,750000.0,0.0094,0.1029,339,0.032,0.1494,53.0,0.2927,0.06,132.0,-0.2826,0.0,2.0,,-0.5,0.003,0.003,-0.0031,98.0,0.1395,0.1951,0.1449,0.029,0.0192,233.0,0.0544,0.0426,296.0,-0.0287,-0.0791,2454.0,0.0605,0.0862,1371895.0,0.052,0.0686,569.0,0.0355,0.0933,0.6869,0.0146,-0.0704,0
202507,11140,"Americus, GA",793.0,287450.0,-0.0104,0.0202,77,0.0,0.319,87.0,-0.0057,0.2384,30.0,2.0,0.5,0.0,,,0.0,0.0,0.0,12.0,-0.25,0.2,0.1076,-0.0311,-0.0006,19.0,-0.24,-0.1915,144.0,-0.0526,0.069,1878.0,0.0041,-0.0992,395111.0,-0.1184,0.1335,96.0,-0.0634,0.1852,0.2484,-0.0784,-0.1568,0
202507,31620,"Magnolia, AR",880.0,239900.0,0.0051,0.1906,73,0.0,0.1789,79.0,0.0537,-0.2912,10.0,-0.5,-0.2857,0.0,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0522,-0.0039,-0.0102,17.0,0.0,-0.1707,107.0,-0.0089,0.0469,1990.0,-0.0087,0.0025,284012.0,-0.0037,0.0521,90.0,0.0112,0.0976,0.2345,0.0,-0.0989,0
202507,49660,"Youngstown-Warren, OH",114.0,209225.0,-0.0151,0.0595,776,0.0992,0.2901,41.0,0.0519,-0.0471,508.0,-0.1088,0.0855,2.0,-0.6667,-0.8,0.001,-0.0021,-0.0049,392.0,0.1329,0.3901,0.2015,0.0201,0.0328,655.0,0.0131,0.1431,127.0,0.0263,0.0724,1724.0,-0.0029,0.0449,268314.0,0.0376,0.0596,1417.0,0.0446,0.202,0.8441,-0.0717,-0.1085,0
202507,41420,"Salem, OR",135.0,549900.0,0.0033,0.0576,1212,0.0788,0.1054,52.0,0.0196,0.1183,506.0,-0.0664,0.004,72.0,-0.0769,0.0909,0.0317,-0.005,-0.0014,576.0,0.0511,0.0588,0.2623,0.0054,0.0035,519.0,-0.0019,0.0432,288.0,-0.0055,0.0116,1922.0,0.0,0.0234,654056.0,0.001,0.0309,1718.0,0.0635,0.0915,0.4284,-0.0347,-0.0255,0
202507,47620,"Warren, PA",705.0,165000.0,0.0,-0.2169,68,-0.0748,0.36,64.0,0.0198,0.3526,30.0,0.0,0.0714,0.0,,,0.0,0.0,0.0,24.0,-0.2941,0.0909,0.1639,-0.069,-0.0037,53.0,0.2326,0.1042,98.0,-0.0814,-0.0801,1661.0,-0.0237,-0.177,265901.0,-0.1542,0.0163,120.0,0.0258,0.232,0.7794,0.1944,-0.1806,1
202507,49740,"Yuma, AZ",240.0,339850.0,-0.0001,-0.0077,604,0.0,0.5861,60.0,-0.0124,0.1381,202.0,-0.0472,0.5075,10.0,-0.2857,1.5,0.0101,-0.0036,0.0042,132.0,-0.0959,0.2692,0.135,-0.0103,-0.0191,178.0,-0.1169,0.1415,224.0,0.0094,0.0383,1581.0,0.0,-0.0009,387098.0,0.0016,0.0329,772.0,-0.0404,0.4363,0.2941,-0.0389,-0.1146,0
202507,35140,"Newberry, SC",711.0,433000.0,-0.0269,0.3952,93,0.1563,-0.0054,55.0,-0.1333,0.0327,30.0,-0.1176,-0.0625,0.0,,,0.0,0.0,0.0,36.0,0.2,-0.0526,0.2236,0.0304,0.0001,34.0,-0.1519,-0.1184,223.0,0.0158,0.3721,2225.0,-0.0071,0.1181,550744.0,0.0036,0.2158,126.0,0.0372,-0.0492,0.3622,-0.1316,-0.0464,0
202507,29540,"Lancaster, PA",109.0,410900.0,-0.018,-0.0331,499,0.0091,0.1317,30.0,-0.0167,-0.1061,410.0,-0.1494,-0.0724,38.0,-0.3214,-0.3214,0.0256,-0.0087,-0.0147,168.0,-0.1683,-0.0345,0.1047,-0.015,-0.012,631.0,-0.0735,0.0723,209.0,0.0179,0.0063,1960.0,-0.0135,-0.0044,512449.0,0.0013,0.0511,1131.0,-0.0395,0.1002,1.2648,-0.1127,-0.0701,0
